"ERR2103718_sorted"	"ERR2103722_sorted"	"ERR2103723_sorted"
"gene:Rv1303"	634.17	690.92	538.33
"gene:Rv1304"	1019.45	1138.26	824.91
"putative_UTR:p1460997_1461044"	323.2	378.01	303
"gene:Rv1305"	815.03	872.01	689.58
"putative_UTR:p1461291_1461320"	280.11	278.86	231.41
"gene:Rv1306"	1699.78	1856.03	1345.58
"gene:Rv1307"	2836.33	2940.25	2241.08
"putative_UTR:p1463184_1463227"	219.83	273.58	205.75
"gene:Rv1308"	3175	3409	2535.75
"gene:Rv1309"	1663.75	1970.83	1464.08
"putative_UTR:p1465802_1465840"	164.75	243.83	166
"gene:Rv1310"	3193.5	3419.08	2387.17
"gene:Rv1311"	856.33	904.5	650.33
"gene:Rv1312"	431.17	438.67	336.67
"putative_UTR:p1468132_1468646"	438.17	487.83	402
"gene:Rv1313c"	65.5	104.17	84.67
"putative_sRNA:p1469024_1469135"	13	23	15.5
"putative_UTR:m1469635_1469670"	8.5	25.83	15.5
"gene:Rv1314c"	50.5	166.33	93
"gene:Rv1315"	312.5	480.33	370
"gene:EBG00000313377"	1308.33	816.17	865.83
"putative_sRNA:m1471866_1471969"	70	114	135.33
"putative_sRNA:m1472141_1472209"	120	194.5	199
"putative_UTR:p1473383_1473657"	2180.5	1712.33	1360.67
"putative_sRNA:m1473829_1473944"	89.33	63	95
"putative_sRNA:m1473979_1474172"	79.33	50.5	76.5
"putative_sRNA:m1474203_1474493"	159.83	248	264.5
"putative_sRNA:m1474741_1474920"	138.67	224.5	250.33
"putative_sRNA:m1475030_1475167"	98	61	53.5
"putative_sRNA:m1475306_1475371"	50.33	24.5	62.5
"putative_sRNA:m1475455_1475876"	415.33	764	847.83
"putative_sRNA:m1476003_1476594"	678.5	1397.17	1541.33
"putative_UTR:p1476796_1476898"	8857.33	9084.5	7144
"putative_UTR:m1477094_1477133"	29.17	18.5	19.33
"putative_sRNA:p1477107_1477363"	72	106.5	72.5
"gene:Rv1316c"	212	114.33	120.5
"putative_sRNA:p1477403_1477798"	81.5	123	107
"gene:Rv1317c"	314.17	178.33	164.67
"putative_sRNA:p1477839_1478221"	46.83	54	35.33
"putative_sRNA:p1478318_1478350"	12.33	14.33	7.67
"putative_sRNA:p1478372_1478519"	16.33	21.33	20.67
"putative_sRNA:p1478589_1478792"	23	38.33	27
"gene:Rv1318c"	163.67	171.25	153.83
"putative_sRNA:p1480381_1480558"	84.5	78.5	56.5
"putative_UTR:m1480825_1480893"	27.67	33.75	30.67
"gene:Rv1319c"	370.67	388	304.17
"gene:Rv1320c"	575	781.08	565.5
"putative_sRNA:p1484022_1484180"	40	74	54
"gene:Rv1321"	346.33	343	262
"gene:Rv1322"	88.33	108	93
"putative_UTR:m1485067_1485312"	329.83	465.08	384.33
"putative_UTR:p1485279_1485352"	32	36.5	32.5
"gene:Rv1322A"	2547	3692.25	2922.83
"putative_UTR:p1485676_1485861"	167.83	203.33	173.33
"gene:Rv1323"	1147.83	1455.83	1131.83
"putative_sRNA:m1486471_1486916"	59	82.33	73
"putative_UTR:p1487032_1487160"	67	93.5	74.17
"gene:Rv1324"	792.5	1400	927.92
"putative_UTR:p1488076_1488113"	24.83	57.83	37.08
"gene:Rv1325c"	24	56	51
"gene:Rv1326c"	516	579.5	428.17
"putative_sRNA:p1491076_1491402"	15	14	13
"gene:Rv1327c"	524.5	615.67	427.33
"putative_UTR:m1494426_1494463"	42.5	38.67	24
"gene:Rv1328"	615.33	738.83	563.67
"gene:Rv1329c"	224	235.83	205.33
"putative_sRNA:p1497203_1497393"	3.5	8.5	8
"gene:Rv1330c"	105.5	119.5	85
"gene:Rv1331"	799.83	772.25	643.17
"gene:Rv1332"	903.67	895.75	709.25
"gene:Rv1333"	214.33	312.5	229.33
"putative_sRNA:m1502404_1503391"	68.5	101	104.83
"gene:Rv1334"	213.67	386.17	270.33
"gene:Rv1335"	219	300.67	219.5
"gene:Rv1336"	425.83	560.33	423.5
"gene:Rv1337"	677.17	769.17	663.83
"gene:Rv1338"	248.75	378.67	306.33
"putative_UTR:p1505891_1505916"	29.08	34.67	24.83
"gene:Rv1339"	460.42	698.17	535.83
"putative_sRNA:m1506128_1506356"	4	2	6
"gene:Rv1340"	473.33	582.83	436
"putative_UTR:p1507535_1507572"	29.67	46.17	34.5
"gene:Rv1341"	95.5	160.5	120.67
"putative_sRNA:m1507953_1508050"	2.5	7	1.5
"gene:Rv1342c"	88	108	86.5
"putative_sRNA:p1508190_1508486"	17	50	27.83
"gene:Rv1343c"	50.5	62	52.33
"gene:Rv1344"	73.5	69.67	53.5
"gene:Rv1345"	322.33	312.17	272.83
"putative_sRNA:m1509321_1509743"	23.5	29	26
"gene:Rv1346"	276.42	257.17	224.92
"gene:Rv1347c"	35.5	68	38
"putative_UTR:p1512007_1512040"	20.25	23.83	21.08
"gene:Rv1348"	90	114	89
"gene:Rv1349"	38.5	46.5	34
"putative_sRNA:m1517275_1517428"	22	22	34
"gene:Rv1350"	59.75	96	55.67
"gene:Rv1351"	51.08	96.17	75
"putative_UTR:p1518733_1518762"	70.17	93.5	67.87
"gene:Rv1352"	413	349	298.37
"putative_UTR:p1519135_1519197"	53.83	43.5	35.5
"gene:Rv1353c"	17.5	39	27.5
"gene:Rv1354c"	59	83.33	77
"putative_sRNA:p1521418_1522156"	148.5	198.83	179.5
"gene:Rv1355c"	52	98.33	52.5
"putative_sRNA:p1522476_1522816"	13	22	12
"gene:Rv1356c"	7	9	11.5
"putative_sRNA:p1524630_1525108"	102	169	144.83
"gene:Rv1357c"	0	1	2
"putative_sRNA:p1525655_1526030"	62.5	60.5	54.5
"gene:Rv1358"	181	133	131.83
"putative_sRNA:m1528777_1528980"	8	8.5	7
"putative_sRNA:m1530046_1530745"	92.33	178	115.33
"gene:Rv1359"	61	62.5	41.5
"gene:Rv1360"	486.67	704.67	542.33
"putative_UTR:p1532371_1532466"	49.83	47.5	29.17
"gene:Rv1361c"	392.42	715.67	686
"putative_sRNA:p1532594_1532723"	6.17	12.33	4
"putative_sRNA:p1533519_1533748"	14.5	30	29
"putative_UTR:m1533884_1533947"	36.83	38.75	43.5
"gene:Rv1362c"	363.83	341.58	277.5
"gene:Rv1363c"	314.83	319.17	249.83
"gene:EBG00000313340"	74.17	78.33	57.5
"putative_sRNA:p1535472_1536248"	133	160	172.33
"gene:Rv1364c"	394.67	467.58	409.83
"putative_sRNA:p1537093_1537313"	10.5	15.5	10
"putative_UTR:m1537645_1537742"	60.83	80.5	65.83
"gene:Rv1365c"	200.5	129.92	122
"putative_UTR:m1538170_1538223"	79.33	54.33	41.5
"gene:Rv1366"	121.5	131.67	97.83
"gene:Rv1366A"	139.83	103.67	94.17
"putative_UTR:p1539441_1539617"	102.83	83.33	64.67
"gene:Rv1367c"	176.83	187.92	162.83
"putative_UTR:m1540646_1540688"	25.5	28.25	24.5
"putative_UTR:p1540821_1541019"	415.83	210.33	216.5
"gene:Rv1368"	1383.5	825.5	725.67
"putative_UTR:p1541806_1542035"	167	82.33	85.83
"gene:Rv1369c"	23	41	37.17
"gene:Rv1370c"	19.5	18	12.67
"gene:Rv1371"	1.5	13.5	3.5
"gene:Rv1372"	39.33	51	35.83
"gene:Rv1373"	54.33	99.5	79.67
"gene:Rv1374c"	10	12	17
"gene:EBG00000313353"	806.67	588.67	687.67
"putative_sRNA:m1547729_1547852"	1	1	0.5
"gene:Rv1375"	835	718.25	631.67
"putative_sRNA:m1548340_1548768"	96	95	56
"gene:Rv1376"	260.5	309.58	231
"gene:Rv1377c"	158.5	210.5	165
"gene:Rv1378c"	73.5	199.5	144.33
"putative_UTR:p1552610_1552653"	45.67	48.5	36.17
"gene:Rv1379"	162.17	138	96.67
"gene:Rv1380"	69.5	58.5	42.5
"gene:Rv1381"	106.5	94.5	77.5
"gene:Rv1382"	38.5	34.5	24
"gene:Rv1383"	118	108.67	74.25
"gene:Rv1384"	495.83	425.67	320.67
"putative_sRNA:m1557400_1557651"	7	17	7.5
"gene:Rv1385"	33.83	29	21.83
"putative_sRNA:m1560874_1561593"	43.33	55.5	56.5
"putative_UTR:p1561436_1561463"	8.17	28.58	20.17
"gene:Rv1386"	62.5	186.17	111
"putative_sRNA:m1561685_1561828"	0	0	0
"gene:Rv1387"	340.83	973.42	572.5
"putative_UTR:p1563389_1563693"	28.33	100.33	65.67
"gene:Rv1388"	767.5	894.17	681.67
"putative_UTR:p1564267_1564400"	249.08	294.42	213
"putative_sRNA:m1564358_1564455"	8	16	3
"gene:Rv1389"	455.92	479.75	327.33
"putative_UTR:p1565028_1565092"	132.33	170	113.33
"gene:Rv1390"	726	1055	773.67
"gene:Rv1391"	625.33	779.25	612.42
"putative_UTR:p1566698_1566824"	121.58	176.5	148.5
"gene:Rv1392"	702.58	1040.33	858.67
"gene:Rv1393c"	648.5	412.25	368.25
"gene:Rv1394c"	536.17	359	303.33
"putative_UTR:m1570970_1570996"	0	0.5	1
"gene:Rv1395"	44.33	57.83	66.5
"putative_sRNA:m1571813_1572103"	10	21	21
"gene:Rv1396c"	94.33	234.83	252
"putative_UTR:m1573858_1574111"	183.5	445.58	398.83
"gene:Rv1397c"	1166.08	1763.08	1393.67
"gene:Rv1398c"	6458.83	7000.5	6986
"gene:Rv1399c"	121.33	140.67	84.5
"gene:Rv1400c"	102.5	151.67	111.5
"putative_sRNA:m1576814_1577097"	4	8.5	5
"gene:Rv1401"	174.67	168.67	188.17
"putative_sRNA:m1577305_1577466"	0	0	0
"putative_UTR:p1577533_1577612"	40.5	45.5	54.5
"putative_sRNA:m1577550_1577642"	0	0	0
"gene:Rv1402"	83	123.58	146
"putative_sRNA:m1579105_1579260"	1	0	0
"putative_sRNA:m1579446_1579568"	0	2	1
"gene:Rv1403c"	0	7	4.5
"putative_sRNA:p1580325_1580455"	5.83	9.5	8
"putative_UTR:p1580552_1580590"	34.83	54.92	46
"gene:Rv1404"	132.67	276.5	195.33
"putative_UTR:m1580937_1581144"	0.5	0.5	3
"putative_UTR:p1581074_1581171"	21.83	25.58	27.33
"gene:Rv1405c"	8	3	9
"putative_sRNA:p1581236_1581509"	13.33	20.33	23.83
"putative_UTR:m1581970_1582069"	0.5	0.5	2
"gene:Rv1406"	54.5	72	62.5
"gene:Rv1407"	47.5	67	60.5
"putative_sRNA:m1584053_1584170"	3	7	1
"putative_sRNA:m1584308_1584539"	2	5	7
"gene:Rv1408"	355.5	408.83	295.33
"gene:Rv1409"	443.67	514	373.83
"putative_UTR:m1585970_1586209"	176.83	234.67	148.75
"gene:Rv1410c"	1759	2149.5	1468.17
"putative_UTR:p1586214_1586382"	104.5	127.67	88.33
"putative_sRNA:p1587247_1587932"	34	61.5	47.5
"gene:Rv1411c"	1067.33	1305.17	907.83
"gene:Rv1412"	69.33	113.17	70.67
"putative_UTR:p1589173_1589385"	58.5	62.75	50.83
"gene:Rv1413"	61	62.75	50.83
"gene:Rv1414"	14.5	23.17	13.33
"putative_UTR:p1590362_1590396"	46.5	55.83	46.17
"gene:Rv1415"	711.83	918.83	675.83
"gene:Rv1416"	262.25	357.5	274.17
"gene:Rv1417"	143.25	232.5	151
"gene:Rv1418"	202.83	331.67	264.83
"putative_UTR:p1593326_1593387"	40.33	52.5	49.83
"gene:Rv1419"	330.92	428	482.17
"putative_sRNA:m1593959_1594170"	28.5	29	14.5
"putative_UTR:p1593979_1594041"	59.25	78.5	91.67
"gene:Rv1420"	422.17	567.5	465.5
"gene:Rv1421"	279.67	296.17	250.33
"putative_sRNA:m1596752_1597092"	16	31.5	22
"gene:Rv1422"	283.17	358.25	259.67
"gene:Rv1423"	243.17	238.92	234
"putative_UTR:p1598884_1598993"	37.83	64	63.33
"gene:Rv1424c"	165	223	130.5
"gene:Rv1425"	823.67	615.33	572.17
"putative_sRNA:m1600788_1600974"	50.5	89	69
"putative_UTR:p1601038_1601122"	72.67	59.33	59.33
"gene:Rv1426c"	161	264.5	177.5
"gene:Rv1427c"	275.5	424.33	318.5
"putative_sRNA:p1602423_1602692"	9	5.5	2
"gene:Rv1428c"	150.83	249.83	186.17
"putative_sRNA:p1603949_1604300"	49	54.5	37.5
"putative_UTR:m1604760_1604788"	22	39.5	24.33
"gene:Rv1429"	69.5	100.33	70.5
"gene:Rv1430"	100.83	144.33	117.33
"putative_sRNA:m1606696_1606789"	2.5	4	4
"putative_sRNA:m1606965_1607358"	15.5	26	22.5
"putative_sRNA:m1607388_1608034"	47	102	72
"gene:Rv1431"	212	235.83	193.5
"gene:Rv1432"	50	52.5	48
"putative_sRNA:m1610814_1611054"	10	19.5	12
"gene:Rv1433"	132	187.67	161.33
"putative_sRNA:m1611482_1611619"	4	25	16
"putative_sRNA:m1611977_1612159"	23	92.67	48
"putative_UTR:m1612208_1612341"	10	25.17	21.5
"gene:Rv1434"	7	19.5	15
"gene:Rv1435c"	138.45	322.58	236.33
"putative_UTR:m1612951_1613027"	52.95	148.75	113.83
"putative_UTR:p1613256_1613306"	50.5	119.33	78.25
"gene:Rv1436"	1001.83	1426.42	1000.25
"gene:Rv1437"	909.08	1104	774.17
"gene:Rv1438"	583.08	859.67	532.67
"putative_UTR:p1616350_1616638"	78.5	166.83	117.17
"gene:Rv1439c"	79.5	63.5	82
"putative_sRNA:p1617024_1617213"	4.5	15	10
"gene:Rv1440"	254.92	289.5	242.08
"putative_sRNA:m1618024_1618206"	25	38.5	43
"putative_UTR:p1618071_1618170"	146.92	156.83	138.42
"gene:Rv1441c"	27.5	52	50.5
"gene:Rv1442"	534	651.83	458.83
"putative_UTR:m1622166_1622206"	9.5	24.17	22.83
"gene:Rv1443c"	95	168.17	136.83
"putative_UTR:m1623116_1623286"	155.5	137.83	103.83
"gene:Rv1444c"	349	326.17	268.67
"gene:Rv1445c"	297	306.67	233.83
"gene:Rv1446c"	359.67	378.17	255.17
"putative_UTR:m1625366_1625417"	60.17	53	36
"gene:Rv1447c"	1040.17	1058.08	790
"gene:Rv1448c"	1052.83	1089.08	835.83
"gene:Rv1449c"	1235	1195.5	1081.33
"putative_sRNA:p1628636_1629481"	107.5	87.33	75.5
"putative_UTR:m1630200_1630286"	86.83	79.83	75.5
"putative_sRNA:p1630466_1631246"	22	16	18
"gene:Rv1450c"	16	16	8.5
"putative_UTR:p1635004_1635028"	23.5	30.5	35.5
"gene:Rv1451"	265.5	324.5	277.33
"gene:Rv1452c"	13.25	18	8
"gene:Rv1453"	103.5	135.33	145
"putative_sRNA:m1639119_1639232"	21	31	21.5
"putative_sRNA:m1639283_1639645"	79.5	142.5	91.5
"putative_UTR:p1639647_1639702"	29	34.83	40.83
"gene:Rv1454c"	178.33	214	166
"putative_sRNA:p1639983_1640573"	185	173.83	132.5
"gene:Rv1455"	28	23	22.5
"gene:Rv1456c"	40.5	53	35
"gene:Rv1457c"	168	226	182.5
"gene:Rv1458c"	168.17	213.33	151
"putative_UTR:m1644261_1644359"	48.5	56.58	40.5
"gene:Rv1459c"	239	293.58	225.33
"putative_sRNA:p1645021_1645545"	97	66.5	36
"gene:Rv1460"	93.83	141.83	71.83
"gene:Rv1461"	1674.83	2098.17	1293.5
"gene:Rv1462"	267.17	426.17	293.17
"gene:Rv1463"	271.67	423.67	270.83
"gene:Rv1464"	266.17	394.5	292.5
"gene:Rv1465"	172	228.17	215.83
"gene:Rv1466"	184.83	211.5	197.67
"putative_UTR:p1653579_1653630"	32	37.33	23.67
"gene:Rv1467c"	483.17	500.83	412.83
"putative_sRNA:p1653712_1653868"	14.33	26.67	15.5
"gene:Rv1468c"	88.5	84.5	73.5
"gene:Rv1469"	177.5	348.17	254.33
"putative_sRNA:m1658804_1658938"	57	63	40
"gene:Rv1470"	109.83	112.17	120.33
"gene:Rv1471"	95.83	144.83	126.83
"putative_sRNA:m1659710_1660086"	51.5	59.5	49
"gene:Rv1472"	322.33	363.5	309
"putative_UTR:p1660621_1660655"	58	77.67	55
"gene:Rv1473"	394.83	424	354
"putative_UTR:p1662302_1662380"	34.33	38.17	26.67
"gene:Rv1473A"	50.5	45.5	41.17
"gene:Rv1474c"	91.5	106.33	83.83
"gene:Rv1475c"	1026.83	1726.5	1179.42
"putative_UTR:m1666047_1666086"	40	77.83	47
"gene:Rv1476"	328.17	323.5	277.17
"putative_UTR:p1666765_1666989"	234.17	250.83	190.17
"gene:Rv1477"	413.5	1001.5	676.75
"putative_sRNA:m1667581_1667990"	16	38.5	17
"gene:Rv1478"	188	404	285.08
"putative_UTR:p1669145_1669282"	80.17	155.5	104.83
"gene:Rv1479"	1419	1879.5	1429.92
"gene:Rv1480"	393	507.75	435.58
"putative_sRNA:m1671056_1671306"	6	7	6.5
"gene:Rv1481"	511.17	740.17	567.08
"gene:Rv1482c"	5	8	6.5
"gene:Rv1483"	477.17	598.5	408.17
"gene:Rv1484"	589.67	710.33	488.83
"gene:Rv1485"	122.67	169.17	113.83
"gene:Rv1486c"	304.5	451.67	339.33
"putative_sRNA:p1676296_1676425"	8	9.5	11
"gene:Rv1487"	451.67	375.83	329.33
"gene:Rv1488"	1053.75	899.17	797
"putative_sRNA:m1678254_1678641"	12	23	14
"gene:Rv1489"	285.42	327.83	253.92
"putative_UTR:p1678909_1678941"	84.67	97.83	73.42
"gene:Rv1489A"	113.83	141.5	107.25
"gene:Rv1490"	65	97.33	60.25
"putative_sRNA:m1680055_1680455"	213.83	193.5	185.5
"putative_UTR:p1680630_1680698"	34	38.33	25.92
"putative_sRNA:m1680724_1681125"	78	204.5	218.08
"gene:Rv1491c"	168.5	361.33	343.83
"putative_sRNA:m1681984_1682215"	1	7.5	4.5
"putative_UTR:p1682106_1682156"	26.33	43.5	35.83
"gene:Rv1492"	117.33	156.92	112.33
"gene:Rv1493"	304.67	365.25	258.17
"gene:Rv1494"	69.17	108.75	101.67
"gene:Rv1495"	20.83	50.83	39.83
"gene:Rv1496"	95	129	90.5
"gene:Rv1497"	327	563.5	453.83
"putative_UTR:m1689271_1689302"	38	30.33	36.83
"gene:Rv1498c"	249.67	335.33	300.33
"putative_UTR:m1689921_1690133"	84	100.83	86.67
"gene:Rv1498A"	74	78	63.67
"gene:Rv1499"	12	18.5	13.5
"putative_sRNA:m1690452_1690855"	29.83	39.5	29.5
"gene:Rv1500"	1006.17	887.33	806.5
"putative_sRNA:m1691687_1691805"	15	50	39.5
"gene:Rv1501"	659.17	753	631
"putative_sRNA:m1691979_1692209"	63.5	90.5	93.5
"putative_UTR:p1692712_1692923"	264	375	297.92
"gene:Rv1502"	1343.33	1414.67	1059.58
"putative_UTR:p1693824_1693990"	165.83	118.67	116.83
"gene:Rv1503c"	40	101.5	77
"gene:Rv1504c"	80.83	176.17	115.83
"putative_sRNA:p1694854_1695155"	86.5	120.5	119.5
"putative_UTR:m1695145_1695280"	52.33	76.5	59.83
"gene:Rv1505c"	133.67	309.83	212.17
"gene:Rv1506c"	119.67	205.67	177.83
"putative_UTR:m1696444_1696726"	148.17	215	185.83
"gene:Rv1507c"	384.83	601.33	463
"gene:Rv1507A"	3	10	4
"putative_UTR:m1697423_1698094"	456.17	497	484.08
"gene:Rv1508c"	500	675	481.58
"putative_sRNA:p1698181_1698435"	125	68.5	82.5
"gene:Rv1508A"	55.5	75	56.83
"gene:Rv1509"	137.5	183	127.83
"putative_UTR:p1701094_1701266"	38.5	55.5	40.17
"gene:Rv1510"	62.17	108.17	74.67
"putative_sRNA:m1701476_1701571"	7	16	6
"putative_sRNA:m1702074_1702937"	235	275.5	251.83
"putative_UTR:p1703030_1703073"	64.33	87.67	50.33
"gene:Rv1511"	413.5	564.58	421.33
"gene:Rv1512"	238.67	352.25	252.17
"gene:Rv1513"	205.83	280.5	211.5
"gene:Rv1514c"	162.5	216.33	139.2
"putative_UTR:m1706596_1706629"	36.83	39	29.7
"gene:Rv1515c"	175.83	220.5	182.45
"putative_sRNA:p1707420_1707730"	7	5	7
"gene:Rv1516c"	140	164.5	126.75
"gene:Rv1517"	631.67	336.5	342
"putative_sRNA:m1709073_1709574"	18	51	30.83
"gene:Rv1518"	112.33	161.67	157
"putative_sRNA:m1710200_1710677"	16	11	16.5
"gene:Rv1519"	12.5	10	13.5
"gene:Rv1520"	165.5	168	171
"gene:Rv1521"	1406.17	2035.67	1597.67
"putative_UTR:p1714054_1714210"	126.67	147.17	151.83
"putative_UTR:m1714133_1714171"	18.5	39.5	36.83
"gene:Rv1522c"	1053.33	1619	1314.33
"gene:Rv1523"	210.33	290	217.67
"gene:Rv1524"	195.33	213.83	202.33
"gene:Rv1525"	254.17	352.83	256
"gene:Rv1526c"	169.5	189.5	174.25
"putative_sRNA:p1721155_1721313"	50.5	76.83	81
"gene:Rv1527c"	1882.83	1867.67	1932.33
"putative_sRNA:p1722371_1722496"	24	24.5	17
"putative_sRNA:p1725084_1725246"	14	25	18
"putative_sRNA:p1727217_1727729"	65.5	48	53
"putative_UTR:m1728410_1728508"	84.5	81.5	90.67
"putative_sRNA:m1728666_1728871"	247	152.67	218.33
"gene:Rv1528c"	7	11.5	7
"gene:Rv1529"	298.5	347	277.33
"gene:Rv1530"	60.5	97.5	73.33
"gene:Rv1531"	107.83	166.92	119.33
"putative_UTR:p1733040_1733107"	35.33	42.58	33
"gene:Rv1532c"	22	28	29
"gene:Rv1533"	273.83	316.08	263.83
"gene:Rv1534"	181.83	196.5	167.83
"putative_UTR:p1735412_1735975"	1464.5	1426.25	1458.75
"gene:Rv1535"	49.17	132.25	69.83
"putative_UTR:p1736213_1736518"	165.33	224.5	188.17
"gene:Rv1536"	567.17	915.5	672
"putative_sRNA:m1737893_1738217"	5	14	7
"gene:Rv1537"	29.5	33.5	25.83
"gene:Rv1538c"	78	124.5	93.5
"gene:Rv1539"	434	469.33	325.75
"gene:Rv1540"	356	430.17	312.58
"putative_UTR:p1743772_1744089"	79.33	184.83	107.5
"gene:Rv1541c"	53.33	65.67	112.83
"putative_UTR:m1744372_1744425"	0.33	3.17	37.83
"gene:Rv1542c"	4.33	22.17	237.67
"putative_sRNA:p1744509_1744660"	9.5	35	18
"putative_UTR:p1745030_1745063"	36.17	80.33	84
"gene:Rv1543"	494	781	595.33
"gene:Rv1544"	300	413.58	345.33
"gene:Rv1545"	48.5	70.42	65.33
"putative_UTR:p1747147_1747182"	11	15.92	14.83
"gene:Rv1546"	167	219.58	135.83
"gene:Rv1547"	2242.83	3240.5	2170.67
"putative_sRNA:m1748537_1748758"	11	9	2.5
"putative_sRNA:m1749479_1749886"	20	33.5	31
"putative_UTR:p1751249_1751549"	68.17	165.5	117.33
"gene:Rv1548c"	213	343.33	367.33
"gene:Rv1549"	97.5	110.5	91.5
"gene:Rv1550"	241.33	264.17	218.83
"gene:Rv1551"	157.33	171.5	147.33
"putative_UTR:p1757424_1757680"	114.5	65.5	69
"gene:Rv1552"	216.83	114.5	93
"gene:Rv1553"	82.5	29	26
"gene:Rv1554"	29.83	12.5	13.5
"gene:Rv1555"	58.83	34	24.83
"gene:Rv1556"	87.5	70	50.33
"gene:Rv1557"	106	90.83	74.67
"gene:Rv1558"	191.67	292.33	189.83
"putative_UTR:p1763394_1763427"	18.67	26.17	22.67
"gene:Rv1559"	912.33	902.83	756.5
"gene:Rv1560"	59.83	94.83	65.67
"gene:Rv1561"	70.33	105.83	69.83
"gene:Rv1562c"	142.33	169	130.83
"putative_sRNA:p1766474_1766851"	9	18	18.5
"gene:Rv1563c"	165.67	216.17	162.83
"gene:Rv1564c"	482.83	678.5	498.67
"putative_sRNA:p1771044_1771498"	53.5	53.5	37
"putative_UTR:m1771602_1771639"	18.5	32.58	21.83
"gene:Rv1565c"	568.83	1113.92	732.83
"putative_sRNA:p1773243_1773426"	68	60	65.5
"putative_sRNA:p1773780_1773956"	12	14.5	23.5
"putative_UTR:m1773830_1773927"	16.5	40.5	32
"gene:Rv1566c"	157.5	401.33	268.83
"putative_UTR:m1774621_1774859"	60.5	149	108.5
"gene:Rv1567c"	85.17	105.83	105.33
"putative_sRNA:p1774887_1775023"	17.5	25.5	12.5
"putative_UTR:m1775145_1775286"	43.5	45.5	61.5
"putative_sRNA:p1775200_1775318"	24	24.5	26
"gene:Rv1568"	58.5	110	67
"gene:Rv1569"	70	75.5	61.33
"gene:Rv1570"	22	43	26.33
"gene:Rv1571"	12.33	26	18
"gene:Rv1572c"	5	14.33	10.5
"gene:Rv1573"	10.5	25	27
"gene:Rv1574"	17.5	22	24
"gene:Rv1575"	2.5	10.5	13.33
"putative_sRNA:m1780398_1780587"	3.5	5	8.5
"gene:Rv1576c"	97	182	138.5
"gene:Rv1577c"	45.33	99.5	50.33
"putative_UTR:m1782585_1782704"	18.33	33.5	21.83
"gene:Rv1578c"	16.5	30	25
"gene:Rv1579c"	18	29.67	21.67
"gene:Rv1580c"	19.5	22.17	19.75
"putative_sRNA:p1783647_1784221"	116.5	94.5	71.5
"gene:Rv1581c"	10.5	13.83	9.25
"gene:Rv1582c"	28.5	60.5	51
"putative_sRNA:p1785782_1786159"	14.5	18.5	11
"gene:Rv1583c"	2.5	3	3
"putative_sRNA:p1786224_1786902"	16	43	23.5
"gene:Rv1584c"	12.17	13	16.33
"putative_UTR:m1786529_1786583"	8.67	10.5	10.83
"gene:Rv1585c"	33.5	48	53.67
"gene:Rv1586c"	71.33	151.83	140
"gene:Rv1587c"	22	47	43.17
"putative_sRNA:p1788506_1789479"	175.67	127.25	156.17
"gene:Rv1588c"	25	53.83	31.5
"gene:Rv1589"	337	429.17	290.58
"gene:Rv1590"	90.67	97.17	68.83
"gene:Rv1591"	158.17	205.17	178.83
"putative_UTR:m1792277_1792399"	22.5	68.33	59.67
"gene:Rv1592c"	126.83	341.33	248.83
"putative_sRNA:p1793612_1794101"	15	44	26.5
"putative_UTR:m1793741_1793996"	56	76.33	60.33
"gene:Rv1593c"	349.33	352	335.17
"putative_UTR:p1794706_1794755"	186.83	212.7	188.25
"gene:Rv1594"	1249.5	1680.95	1512.75
"gene:Rv1595"	705.33	1172.92	1026.75
"putative_sRNA:m1796821_1797144"	6	5	10
"gene:Rv1596"	891.17	1298.95	1205.75
"putative_UTR:p1798246_1798293"	42.83	87.03	69.5
"gene:Rv1597"	185.17	258.7	245.17
"gene:Rv1598c"	258	307.5	218.33
"gene:Rv1599"	269.33	385.17	227.92
"putative_sRNA:m1799752_1800053"	8	17	11.5
"gene:Rv1600"	352.67	517.17	361.08
"gene:Rv1601"	154.33	291.83	182.5
"gene:Rv1602"	132.67	212.83	145.33
"gene:Rv1603"	171.33	264.08	191.5
"gene:Rv1604"	162	293.17	169.83
"putative_sRNA:m1804255_1804345"	6	5	7
"gene:Rv1605"	179.33	261.67	149
"gene:Rv1606"	104	143.5	101.5
"putative_UTR:p1806001_1806180"	52.33	78	66.5
"gene:Rv1607"	104.17	195.5	122.83
"putative_UTR:m1807077_1807297"	177.33	199.83	158.17
"gene:Rv1608c"	314.83	387.33	277.67
"gene:Rv1609"	477.33	568	433.83
"gene:Rv1610"	80.58	97.83	80.33
"putative_UTR:p1810151_1810239"	60	119.17	103
"gene:Rv1611"	1150.92	1577.42	1150.17
"putative_UTR:p1811059_1811126"	109	180.25	123.83
"gene:Rv1612"	1147	1882	1397.83
"gene:Rv1613"	886	1485	974.83
"gene:Rv1614"	1577.42	2271.17	1535
"putative_sRNA:m1814463_1814746"	5	11	9
"putative_UTR:p1814578_1815204"	255.67	455.33	337.33
"gene:Rv1615"	440.83	470.83	409.75
"gene:Rv1616"	260.17	274.5	212.08
"putative_UTR:p1816082_1816136"	24.83	26.17	22.33
"gene:Rv1617"	987.75	994	744.5
"gene:Rv1618"	763.25	843.33	617.25
"putative_UTR:p1818518_1818574"	46.42	38.17	40.08
"gene:Rv1619"	130.75	150.67	143.08
"gene:Rv1620c"	129.75	88	72.33
"gene:Rv1621c"	190.83	121.33	103.5
